item_links	website_category
/hu/product/_whirlpool-w5-821e-ox-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294003.html	mediamarkt_refrigerator_links
/hu/product/_bosch-kgn39ai35-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1198178.html	mediamarkt_refrigerator_links
/hu/product/_beko-fsa-13020-fagyaszt%C3%B3szekr%C3%A9ny-1098908.html	mediamarkt_refrigerator_links
/hu/product/_electrolux-ej2801aox2-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1139718.html	mediamarkt_refrigerator_links
/hu/product/_samsung-rb33j3205ww-ef-h%C5%B1t%C5%91szekr%C3%A9ny-1204927.html	mediamarkt_refrigerator_links
/hu/product/_electrolux-eut-1106-aw-2-fagyaszt%C3%B3szekr%C3%A9ny-1171059.html	mediamarkt_refrigerator_links
/hu/product/_hausmeister-hm-3101-h%C5%B1t%C5%91szekr%C3%A9ny-1095386.html	mediamarkt_refrigerator_links
/hu/product/_hyundai-hyuvin12a-borh%C5%B1t%C5%91-1131874.html	mediamarkt_refrigerator_links
/hu/product/_bosch-kge-392-l-4-a-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1264258.html	mediamarkt_refrigerator_links
/hu/product/_gorenje-rk-611-pw4-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1260860.html	mediamarkt_refrigerator_links
/hu/product/_electrolux-euf2047aow-fagyaszt%C3%B3szekr%C3%A9ny-1195323.html	mediamarkt_refrigerator_links
/hu/product/_ok-ofk-35469-a2-nf-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278699.html	mediamarkt_refrigerator_links
/hu/product/_zanussi-zrb36104wa-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1112131.html	mediamarkt_refrigerator_links
/hu/product/_beko-rcna-406i30xb-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1307850.html	mediamarkt_refrigerator_links
/hu/product/_indesit-lr7-s2-x-alulfagyaszt%C3%B3s-h%C5%B1t%C5%91szekr%C3%A9ny-1209927.html	mediamarkt_refrigerator_links
/hu/product/_ok-ofk-46419-a2-nf-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278700.html	mediamarkt_refrigerator_links
