item_name_short	item_name	producer	type	energy_class	energy_consumption	guarantee_month	colour	width_cm	height_cm	depth_cm	weight_kg	n_doors	cooling_capacity_l	freezing_capacity_l	item_price_edigital	website_category_edigital	link_edigital	articleID_edigital	item_price_mediamarkt	website_category_mediamarkt	link_mediamarkt	articleID_mediamarkt
BOSCH KSV 33	BOSCH KSV 33 VL 3 P hűtőszekrény	BOSCH	Refrigerator	A++	110 kWh	24	grey	60 cm	176 cm	65 cm	67 kg	1	324 l	NA	NA	NA	NA	NA	178993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_bosch-ksv-33-vl-3-p-h%C5%B1t%C5%91szekr%C3%A9ny-1256155.html	1256155
BOSCH KSV33VW3P	BOSCH KSV33VW3P  hűtőszekrény	BOSCH	Refrigerator	A++	110 kWh	24	white	60 cm	176 cm	65 cm	67 kg	1	324 l	NA	NA	NA	NA	NA	174993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_bosch-ksv33vw3p-h%C5%B1t%C5%91szekr%C3%A9ny-1259676.html	1259676
BOSCH KSV36BI3P	BOSCH KSV36BI3P hűtőszekrény	BOSCH	Refrigerator	A++	112 kWh	24	grey	60 cm	185 cm	65 cm	72 kg	1	346 l	NA	NA	NA	NA	NA	249799	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_bosch-ksv36bi3p-h%C5%B1t%C5%91szekr%C3%A9ny-1259678.html	1259678
BOSCH KSV36VI3P	BOSCH KSV36VI3P hűtőszekrény	BOSCH	Refrigerator	A++	112 kWh	24	grey	60 cm	185 cm	65 cm	70 kg	1	346 l	NA	NA	NA	NA	NA	197793	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_bosch-ksv36vi3p-h%C5%B1t%C5%91szekr%C3%A9ny-1259677.html	1259677
Beko BCSA283E2S	Beko BCSA283E2S beépíthető kombinált hűtőszekrény, A+	BEKO	Refrigerator	A+	0,827 / 24h	60	white	54,5	177,6	54	NA	2 db	NA	78 l	99 990 Ft	edigital_refrigerator	https://edigital.hu/beepitheto-huto/beko-bcsa283e2s-beepitheto-kombinalt-hutoszekreny-p503569	503569	NA	NA	NA	NA
Beko BU 1153	Beko BU 1153 pult alá építhető hűtő	BEKO	Refrigerator	A++	0,378/napi	60	NA	60	82	54,5	28,5	1 db	92 l	15 l	77 990 Ft	edigital_refrigerator	https://edigital.hu/beepitheto-huto/beko-bu-1153-pult-ala-epitheto-huto-p489247	489247	NA	NA	NA	NA
Beko CSA270M30W	Beko CSA270M30W alulfagyasztós hűtőszekrény, A++	BEKO	Refrigerator	A++	219 kwh/év	24	white	59,5	170,7 cm	60	53	2 db	175 l	87 l	89 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/beko-csa270m30w-alulfagyasztos-hutoszekreny-p544827	544827	NA	NA	NA	NA
Beko CSA300M20X	Beko CSA300M20X alulfagyasztós hűtőszekrény	BEKO	Refrigerator	A+	267 kWh/év	24	grey	54	181,2	59	54	2 db	204 l	87 l	89 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/beko-csa300m20x-alulfagyasztos-hutoszekreny-p599094	599094	NA	NA	NA	NA
Beko FBI 5850	Beko FBI 5850 beépíthető fagyasztó	BEKO	Freezer	A+	(kwh/24h): 0,814	60	white	54	177,1	54,5	61,7	1 db	NA	196 l	149 990 Ft	edigital_refrigerator	https://edigital.hu/fagyasztoszekreny/beko-fbi-5850-beepitheto-fagyaszto-p489248	489248	NA	NA	NA	NA
BEKO FS 129920	Beko FS 129920 fagyasztószekrény	BEKO	Freezer	A+	270 kWh/év	24	white	59,5 cm	171 cm	60 cm	NA	1 db	nincs hűtő rész	237 l	109 990 Ft	edigital_refrigerator	https://edigital.hu/fagyasztoszekreny/beko-fs-129920-fagyasztoszekreny-p397875	397875	NA	NA	NA	NA
BEKO FS166020	Beko FS166020 fagyasztószekrény	BEKO	Freezer	A+	170 kWh/év	24	white	48	82	53	25	1 db	nincs hűtő rész	65 l	54 990 Ft	edigital_refrigerator	https://edigital.hu/fagyasztoszekreny/beko-fs166020-fagyasztoszekreny-p430510	430510	NA	NA	NA	NA
BEKO GN163120	Beko GN 163120 S Side By Side hűtőszekrény Neo frost	BEKO	Refrigerator	A+	485 kWh/év	60	grey	91	182	71	NA	2 db	353 l	190 l	229 990 Ft	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn-163120-s-side-side-hutoszekreny-neo-frost-p424774	424774	NA	NA	NA	NA
BEKO GN163220	Beko GN 163220 S Side By Side Neo Frost	BEKO	Refrigerator	A+	484 kWh/év	60	grey	91	179	72	NA	2 db	364 l	190 l	244 990 Ft	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn-163220-s-side-side-neo-frost-p349992	349992	NA	NA	NA	NA
BEKO GN1416221	Beko GN-1416221 XP Side By Side hűtőszekrény, A+	BEKO	Refrigerator	A+	455 kWh/év	60	grey	90,8	182	75,8	NA	4 db	376 l	165 l	324 990 Ft	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn-1416221-xp-side-side-hutoszekreny-p561394	561394	NA	NA	NA	NA
Beko GN163130	Beko GN-163130 X Side By Side hűtőszekrény, A++, Neo Frost	BEKO	Refrigerator	A++	381	60	grey	91	182	72	114	2 db	353 l	190 l	249 990 Ft	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn-163130-x-side-side-hutoszekreny-neo-frost-p561392	561392	NA	NA	NA	NA
Beko GN163130ZGB	Beko GN163130ZGB Side by side hűtőszekrény A++	BEKO	Refrigerator	A++	381 kWh / év	60	black	97	179	72	NA	2 db	368 l	190 l	289 990 Ft	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gn163130zgb-side-side-hutoszekreny-p598347	598347	NA	NA	NA	NA
BEKO GNE134620	Beko GNE 134620 X Side By Side hűtőszekrény, inox, A+ - [Újracsomagolt]	BEKO	Refrigerator	A+	447 kWh/év	NA	grey	92,5	182	72	125	4 db	373 l	149 l	295 990 Ft	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gne-134620-x-side-side-hutoszekreny-inox-ujracsomagolt-p672324	672324	NA	NA	NA	NA
BEKO GNE134630	Beko GNE 134630 X Side By Side hűtőszekrény, ezüst	BEKO	Refrigerator	A++	355	60	grey	182	92	74,5	130	4 db	380 l	155 l	399 990 Ft	edigital_refrigerator	https://edigital.hu/side-side-huto/beko-gne-134630-x-side-side-hutoszekreny-ezust-p501642	501642	NA	NA	NA	NA
BEKO HS 221520	Beko HS 221520 fagyasztóláda, A+	BEKO	Freezer	A+	224 kWh/év	24	white	75,1	91,2	72,5	35	1 db	NA	205 l	69 990 Ft	edigital_refrigerator	https://edigital.hu/fagyasztolada/beko-hs-221520-fagyasztolada-p509791	509791	NA	NA	NA	NA
BEKO HSA29530	Beko HSA 29530 fagyasztóláda, A++	BEKO	Freezer	A++	208	24	white	128,5	86	72,5	51,8	1 db	284 l	NA	94 990 Ft	edigital_refrigerator	https://edigital.hu/fagyasztolada/beko-hsa-29530-fagyasztolada-p509787	509787	NA	NA	NA	NA
BEKO HSA37530	Beko HSA 37530 fagyasztóláda A++	BEKO	Freezer	A++	213 kWh / év	24	white	156	86	72,5	49	1 db	nincs hűtő rész	350 l	99 990 Ft	edigital_refrigerator	https://edigital.hu/fagyasztolada/beko-hsa-37530-fagyasztolada-p246329	246329	NA	NA	NA	NA
Beko RCNA 366E30ZXP	Beko RCNA 366E30ZXP alulfagyasztós hűtőszekrény, A++ Neo Frost	BEKO	Refrigerator	A++	270 kWh/év	60	grey	59,5	186	66,5	NA	2 db	215 l	109 l	159 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/beko-rcna-366e30zxp-alulfagyasztos-hutoszekreny-neo-frost-p647713	647713	NA	NA	NA	NA
Beko RCNA 366I30W	Beko RCNA 366I30W alulfagyasztós hűtőszekrény, A++ Neo Frost	BEKO	Refrigerator	A++	264 kWh/év	60	white	59,5	186	66,5	NA	2 db	215 l	109 l	139 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/beko-rcna-366i30w-alulfagyasztos-hutoszekreny-neo-frost-p647712	647712	NA	NA	NA	NA
Beko RCNA365 E32DZX	Beko RCNA-365 E32DZX alulagyasztós hűtőszekrény, inox, A++ - [Újracsomagolt]	BEKO	Refrigerator	A++	260/év	NA	grey	59,5	185,3	65	NA	2 db	216 l	97 l	127 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/beko-rcna-365-e32dzx-alulagyasztos-hutoszekreny-inox-ujracsomagolt-p630351	630351	NA	NA	NA	NA
Beko RCNE 520E41	Beko RCNE 520E41 ZX alulfagyasztós hűtőszekrény, inox, A+++ Neo Frost - [Bontott]	BEKO	Refrigerator	A+++	211 kWh/év	NA	grey	74	192	71	NA	2 db	330 l	124 l	215 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/beko-rcne-520e41-zx-alulfagyasztos-hutoszekreny-inox-neo-frost-bontott-p685283	685283	NA	NA	NA	NA
BEKO RCSA365K20	Beko RCSA 365K20 DS alulfagyasztós hűtőszekrény, A+	BEKO	Refrigerator	A+	296	24	grey	59,5	185,3	65	NA	NA	230 l	113 l	109 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/beko-rcsa-365k20-ds-alulfagyasztos-hutoszekreny-p505073	505073	NA	NA	NA	NA
BEKO RCSA365K30	Beko RCSA 365K30 W alulfagyasztós hűtőszekrény, A++	BEKO	Refrigerator	A++	245	24	white	59,5	185,3	65	65	2 db	233 l	113 l	99 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/beko-rcsa-365k30-w-alulfagyasztos-hutoszekreny-p503892	503892	NA	NA	NA	NA
BEKO RCSA240K20W	Beko RCSA-240K20W alulfagyasztós hűtőszekrény, A+	BEKO	Refrigerator	A+	245 kWh/év	24	white	54	152,7	59	48	2 db	142 l	87 l	75 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/beko-rcsa-240k20w-alulfagyasztos-hutoszekreny-p503870	503870	NA	NA	NA	NA
Beko RCSA240M30W	Beko RCSA-240M30W alulfagyasztós hűtőszekrény, A++	BEKO	Refrigerator	A++	210 (kwh/év)	24	white	54	152,7	60	48	2 db	142 l	87 l	79 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/beko-rcsa-240m30w-alulfagyasztos-hutoszekreny-p549238	549238	NA	NA	NA	NA
Beko RCSA270K20S	Beko RCSA-270K20S alulfagyasztós hűtőszekrény, A+ ezüst színű	BEKO	Refrigerator	A+	257	24	grey	54	170,7	60	52	2 db	175 l	87 l	84 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/beko-rcsa-270k20s-alulfagyasztos-hutoszekreny-ezust-szinu-p503873	503873	NA	NA	NA	NA
Beko RCSA270K20S	Beko RCSA-270K20S alulfagyasztós hűtőszekrény, A+ ezüst színű - [Újracsomagolt]	BEKO	Refrigerator	A+	257	NA	grey	54	170,7	60	52	2 db	175 l	87 l	67 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/beko-rcsa-270k20s-alulfagyasztos-hutoszekreny-ezust-szinu-ujracsomagolt-p713015	713015	NA	NA	NA	NA
BEKO RCSA270K20W	Beko RCSA-270K20W alulfagyasztós hűtőszekrény, A+	BEKO	Refrigerator	A+	257	24	white	54	171	60	NA	2 db	175 l	87 l	79 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/beko-rcsa-270k20w-alulfagyasztos-hutoszekreny-p503871	503871	NA	NA	NA	NA
Beko RCSA330K30PT	Beko RCSA-330K30PT alulfagyasztós hűtőszekrény, A++ inox-[újracsomagolt]	BEKO	Refrigerator	A++	229 kWh/év	NA	grey	60	185,3	60	NA	2 db	197 l	95 l	87 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/beko-rcsa-330k30pt-alulfagyasztos-hutoszekreny-inox-ujracsomagolt-p682798	682798	NA	NA	NA	NA
BEKO RCSA330K31	Beko RCSA-330K31 PT alulfagyasztós hűtőszekrény, A++ inox	BEKO	Refrigerator	A++	229	60	grey	59,5	185	60	61	2 db	197 l	95 l	104 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/beko-rcsa-330k31-pt-alulfagyasztos-hutoszekreny-inox-p505075	505075	NA	NA	NA	NA
Beko RDSA240K20W	Beko RDSA-240K20W felülfagyasztós hűtőszekrény, A+	BEKO	Refrigerator	A+	226	24	white	54	146,5	60	41,5	2 db	177 l	46 l	63 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/beko-rdsa-240k20w-felulfagyasztos-hutoszekreny-p503861	503861	NA	NA	NA	NA
BEKO RDSA240K30	Beko RDSA-240K30 W felülfagyasztós hűtőszekrény, A++	BEKO	Refrigerator	A++	195	24	white	54	164,5	60	44,5	2 db	177 l	46 l	74 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/beko-rdsa-240k30-w-felulfagyasztos-hutoszekreny-p503864	503864	NA	NA	NA	NA
BEKO RDSA310M30	Beko RDSA-310M30 X felülfagyasztós hűtőszekrény, A++	BEKO	Refrigerator	A++	260	24	grey	59,5	175,4	60	55	NA	237 l	69 l	94 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/beko-rdsa-310m30-x-felulfagyasztos-hutoszekreny-p503867	503867	NA	NA	NA	NA
Beko RFSA 240	Beko RFSA 240 M23W fagyasztószekrény fagyasztószekrény	BEKO	Freezer	A+	257 kWh/év	24	white	60 cm	151 cm	60 cm	51 kg	NA	nincs hűtő rész	215 l	89 990 Ft	edigital_refrigerator	https://edigital.hu/fagyasztoszekreny/beko-rfsa-240-m23w-fagyasztoszekreny-fagyasztoszekreny-p424892	424892	NA	NA	NA	NA
BEKO RFSA210K20W	Beko RFSA210K20W fagyasztószekrény	BEKO	Freezer	A+	230 kWh/év	24	white	54	135,9	59	47	1 db	NA	168 l	79 990 Ft	edigital_refrigerator	https://edigital.hu/fagyasztoszekreny/beko-rfsa210k20w-fagyasztoszekreny-p599092	599092	NA	NA	NA	NA
Beko RSSA 290M23W	Beko RSSA 290M23W egyajtós hűtőszekrény, A+	BEKO	Refrigerator	A+	136	24	white	59,5	151	60	48	1 db	286 l	NA	74 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/beko-rssa-290m23w-egyajtos-hutoszekreny-p510926	510926	NA	NA	NA	NA
BEKO SSA24020	Beko SSA 24020 egyajtós hűtő	BEKO	Refrigerator	A+	130 kWh/év	24	white	54	136	60	39	1 db	232 l	nincs fagyasztó rész	64 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/beko-ssa-24020-egyajtos-huto-p457898	457898	NA	NA	NA	NA
BEKO TS190020	Beko TS-190020 egyajtós hűtőszekrény, A+	BEKO	Refrigerator	A+	118	24	white	47,5	82	53	27	1 db	88 l	NA	47 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/beko-ts-190020-egyajtos-hutoszekreny-p506353	506353	NA	NA	NA	NA
BEKO TSE1283	Beko TSE 1283 egyajtós hűtő A++	BEKO	Refrigerator	A++	139 kWh/év	24	white	54 cm	84 cm	60 cm	30 kg	1 db	101 l	13 l	59 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/beko-tse-1283-egyajtos-huto-p397873	397873	NA	NA	NA	NA
BEKO TSE1422	Beko TSE-1422 egyajtós hűtőszekrény, A+	BEKO	Refrigerator	A+	116 kWh/év	24	white	54,5	84	60	NA	1 db	130 l	NA	54 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/beko-tse-1422-egyajtos-hutoszekreny-p510923	510923	NA	NA	NA	NA
BEKO WSA14000	Beko WSA-14000 üvegajtós hűtőszekrény	BEKO	Refrigerator	B	1,2 kWh/ciklus	24	white	54	85,4	60	34	1 db	130 l	nincs fagyasztó rész	72 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/beko-wsa-14000-uvegajtos-hutoszekreny-p406914	406914	NA	NA	NA	NA
Beko WSA2400	Beko WSA-2400 üvegajtós hűtőszekrény	BEKO	Refrigerator	B	730 kWh/év	24	white	54	134,4	60	53	1 db	240 l	nincs fagyasztó rész	89 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/beko-wsa-2400-uvegajtos-hutoszekreny-p506350	506350	NA	NA	NA	NA
BEKO WSA29000	Beko WSA-29000 üvegajtós hűtőszekrény	BEKO	Refrigerator	A	NA	24	white	54	149	60	57	NA	282 l	nincs fagyasztó rész	94 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/beko-wsa-29000-uvegajtos-hutoszekreny-p506352	506352	NA	NA	NA	NA
Beko RCSA225K20W alulfagyasztós hűtőszekrény	Beko RCSA225K20W alulfagyasztós hűtőszekrény A+	BEKO	Refrigerator	A+	249 kWh/év	24	white	54 cm	144 cm	59 cm	42 kg	2 db	142 l	64 l	69 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/beko-rcsa225k20w-alulfagyasztos-hutoszekreny-p598345	598345	NA	NA	NA	NA
Beko RDSA280K20W felülfagyasztós hűtőszekrény	Beko RDSA280K20W felülfagyasztós hűtőszekrény A+ ( 204/46l )	BEKO	Refrigerator	A+	0,644kWh!24h	24	white	54	160	59	42	2 db	204 l	46 l	74 990 Ft	edigital_refrigerator	https://edigital.hu/felulfagyasztos-huto/beko-rdsa280k20w-felulfagyasztos-hutoszekreny-20446l-p598344	598344	NA	NA	NA	NA
BOMANN VS 354	Bomann VS 354 egyajtós hűtőszekrény, zöld	BOMANN	Refrigerator	A++	NA	24	green	55	84,5	56,8	NA	NA	130 l	NA	76 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/bomann-vs-354-egyajtos-hutoszekreny-zold-p535742	535742	NA	NA	NA	NA
Bosch GSN36VI3P	Bosch GSN36VI3P fagyasztószekrény A++	BOSCH	Refrigerator	A++	237 kWh/év	24	grey	60	186	65	75,1	1 db	nincs hűtő rész	NA	215 990 Ft	edigital_refrigerator	https://edigital.hu/fagyasztoszekreny/bosch-gsn36vi3p-fagyasztoszekreny-p626749	626749	NA	NA	NA	NA
BOSCH KGE39VI4A	Bosch KGE39VI4A alulfagyasztós hűtőszekrény, A+++	BOSCH	Refrigerator	A+++	168 kWh/év	24	grey	60	201	60	77	2 db	249 l	88 l	224 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/bosch-kge39vi4a-alulfagyasztos-hutoszekreny-p561591	561591	NA	NA	NA	NA
Bosch KGE49KL4P	Bosch KGE49KL4P alulfagyasztós hűtőszekrény, A+++	BOSCH	Refrigerator	A+++	190 kWh/év	24	grey	70	201	65	87,7 kg	2 db	302 l	111 l	232 690 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/bosch-kge49kl4p-alulfagyasztos-hutoszekreny-p585604	585604	NA	NA	NA	NA
Bosch KGE49VW4A	Bosch KGE49VW4A alulfagyasztós hűtőszekrény A+++	BOSCH	Refrigerator	A+++	190 kWh/év	24	white	70	201	65	84,649 kg	2 db	302 l	111 l	244 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/bosch-kge49vw4a-alulfagyasztos-hutoszekreny-p626740	626740	NA	NA	NA	NA
BOSCH KGF56PI40	Bosch KGF56PI40 alulfagyasztós hűtőszekrény, A+++, No Frost Serie8	BOSCH	Refrigerator	A+++	216 kWh/év	24	grey	70	193	80	100	2 db	375 l	105 l	341 890 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/bosch-kgf56pi40-alulfagyasztos-hutoszekreny-no-frost-serie8-p561615	561615	NA	NA	NA	NA
BOSCH KGN36NL3A	Bosch KGN36NL3A alulfagyaszatós hűtőszekrény, Inoxlook, No Frost, A++	BOSCH	Refrigerator	A++	235 kWh/év	24	grey	60	186	66	70	2 db	215 l	87 l	144 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/bosch-kgn36nl3a-alulfagyaszatos-hutoszekreny-inoxlook-no-frost-p499941	499941	NA	NA	NA	NA
BOSCH KGN36NW30	Bosch KGN36NW30 alulfagyasztós hűtőszekrény	BOSCH	Refrigerator	A++	235 /év	24	white	60	186	66	62	2 db	215 l	87 l	139 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/bosch-kgn36nw30-alulfagyasztos-hutoszekreny-p420980	420980	NA	NA	NA	NA
Bosch KGN39VI45	Bosch KGN39VI45 alulfagyasztós hűtőszekrény,A+++-[újracsomagolt]	BOSCH	Refrigerator	A+++	182 kWh / év	NA	grey	60	203	66	83 kg	2 db	279 l	87 l	207 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/bosch-kgn39vi45-alulfagyasztos-hutoszekreny-ujracsomagolt-p652963	652963	NA	NA	NA	NA
Bosch KGN39XI38	Bosch KGN39XI38 alulfagyasztós hűtőszekrény, A++	BOSCH	Refrigerator	A++	273	24	grey	60	203	66	82	2 db	279 l	87 l	209 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/bosch-kgn39xi38-alulfagyasztos-hutoszekreny-p523731	523731	NA	NA	NA	NA
Bosch KGN46XL30	Bosch KGN46XL30 alulfagyasztós hűtőszekrény A++	BOSCH	Refrigerator	A++	288 kWh/év	24	grey	70	186	67	78,985 kg	2 db	280 l	105 l	229 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/bosch-kgn46xl30-alulfagyasztos-hutoszekreny-p626742	626742	NA	NA	NA	NA
Bosch KGN49AI31	Bosch KGN49AI31 alufagyasztós hűtőszekrény	BOSCH	Refrigerator	A++	303	24	grey	70	203	67	93	2 db	330 l	105 l	269 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/bosch-kgn49ai31-alufagyasztos-hutoszekreny-p523733	523733	NA	NA	NA	NA
Bosch KGV36VL32S	Bosch KGV36VL32S alulfagyasztós hűtőszekrény	BOSCH	Refrigerator	A++	226 kWh/év	24	grey	60 cm	186 cm	65 cm	74 kg	2 db	213 l	94 l	134 990 Ft	edigital_refrigerator	https://edigital.hu/alulfagyasztos-huto/bosch-kgv36vl32s-alulfagyasztos-hutoszekreny-p477233	477233	NA	NA	NA	NA
Bosch KIV34X20	Bosch KIV34X20 beépíthető hűtőszekrény	BOSCH	Refrigerator	A+	279 kWh/év	24	NA	56,2	177,5	55	NA	2 db	203 l	72 l	147 990 Ft	edigital_refrigerator	https://edigital.hu/beepitheto-huto/bosch-kiv34x20-beepitheto-hutoszekreny-p67882	67882	NA	NA	NA	NA
BOSCH KSV36VI3P	Bosch KSV36VI3P egyajtós hűtőszekrény A++	BOSCH	Refrigerator	A++	112 kWh/év	24	grey	60	186	65	69,3	1 db	346 l	nincs fagyasztó rész	204 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/bosch-ksv36vi3p-egyajtos-hutoszekreny-p626747	626747	NA	NA	NA	NA
CANDY CCOUS 6172WH	CANDY CCOUS 6172WH Fagyasztószekrény	CANDY	Freezer	A+	252 kWh	24	white	60 cm	170 cm	60 cm	53 kg	NA	NA	225 l	NA	NA	NA	NA	103996	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-ccous-6172wh-fagyaszt%C3%B3szekr%C3%A9ny-1226230.html	1226230
CANDY CCTOS 482	CANDY CCTOS 482 WH hűtőszekrény	CANDY	Refrigerator	A+	112 kWh	24	white	48 cm	84 cm	50 cm	24 kg	1	87 l	NA	NA	NA	NA	NA	42799	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-482-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1153176.html	1153176
CANDY CCTOS 504	CANDY CCTOS 504 WH hűtőszekrény	CANDY	Refrigerator	A++	131 kWh	24	white	50 cm	85 cm	56 cm	31 kg	NA	84 l	13 l	NA	NA	NA	NA	54899	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctos-504-wh-h%C5%B1t%C5%91szekr%C3%A9ny-1163852.html	1163852
CANDY CCTOS 504	CANDY CCTOS 504 WH hűtőszekrény A++	CANDY	Refrigerator	A++	131 kWh/év	24	white	50	85	56	31	1 db	84 l	13 l	49 990 Ft	edigital_refrigerator	https://edigital.hu/egyajtos-huto/candy-cctos-504-wh-hutoszekreny-p372603	372603	NA	NA	NA	NA
CANDY CCTUS 544WH	CANDY CCTUS 544WH fagyasztószekrény	CANDY	Freezer	A++	138 kWh	24	white	55 cm	85 cm	59 cm	35 kg	NA	NA	82 l	NA	NA	NA	NA	57999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cctus-544wh-fagyaszt%C3%B3szekr%C3%A9ny-1196643.html	1196643
CANDY CCVB 30	CANDY CCVB 30 beépíthető borhűtő	CANDY	Wine refrigerator	B	169 kWh	24	black	30 cm	82 cm	57 cm	29 kg	NA	NA	NA	NA	NA	NA	NA	109999	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-ccvb-30-be%C3%A9p%C3%ADthet%C5%91-borh%C5%B1t%C5%91-1245558.html	1245558
CANDY CMDDS 5144WH	CANDY CMDDS 5144WH felülfagyasztós kombinált hűtőszekrény	CANDY	Refrigerator	A++	170 kWh	24	white	55 cm	143 cm	NA	39 kg	2	164 l	40 l	NA	NA	NA	NA	72996	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cmdds-5144wh-fel%C3%BClfagyaszt%C3%B3s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1264176.html	1264176
CANDY CMGN 6184B	CANDY CMGN 6184B kombinált hűtőszekrény	CANDY	NA	NA	NA	24	black	60 cm	186 cm	64 cm	NA	2	NA	NA	NA	NA	NA	NA	147993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cmgn-6184b-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278054.html	1278054
CANDY CMGN 6184S	CANDY CMGN 6184S kombinált hűtőszekrény	CANDY	NA	NA	NA	24	grey	60 cm	186 cm	64 cm	NA	2	NA	NA	NA	NA	NA	NA	149993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cmgn-6184s-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278055.html	1278055
CANDY CMGN 6184W	CANDY CMGN 6184W kombinált hűtőszekrény	CANDY	NA	A++	240 kWh	24	white	60 cm	186 cm	64 cm	NA	2	223 l	94 l	NA	NA	NA	NA	147993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cmgn-6184w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1278053.html	1278053
CANDY CMNR 6184W	CANDY CMNR 6184W WiFi kombinált hűtőszekrény	CANDY	Refrigerator	A++	240 kWh	24	white	60 cm	186 cm	64 cm	62 kg	2	223 l	94 l	NA	NA	NA	NA	149993	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-cmnr-6184w-wifi-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1296953.html	1296953
CANDY CTLP130	CANDY CTLP130 hűtőszekrény	CANDY	NA	A+	112 kWh	24	white	49 cm	84 cm	50 cm	22 kg	1	91 l	NA	NA	NA	NA	NA	44899	mediamarkt_refrigerator	https://www.mediamarkt.hu/hu/product/_candy-ctlp130-h%C5%B1t%C5%91szekr%C3%A9ny-1292923.html	1292923
