"common_item_id"|"common_item_name"|"item_name_short"|"colour"|"producer"|"type"|"energy_class"|"energy_consumption"|"guarantee_month"|"width_cm"|"height_cm"|"depth_cm"|"weight_kg"|"n_doors"|"cooling_capacity_l"|"freezing_capacity_l"|"total_capacity"|"website"|"item_price"|"link"
483|"SHARP SJEX820FSL grey"|"SHARP SJEX820FSL"|"grey"|"SHARP"|"Refrigerator"|"A++"|370|24|89|183|77|103|4|394|271|665|"mediamarkt"|589799|"https://www.mediamarkt.hu/hu/product/_sharp-sj-ex820fsl-no-frost-side-by-side-h%C5%B1t%C5%91szekr%C3%A9ny-1201381.html"
483|"SHARP SJEX820FSL grey"|"SHARP SJEX820FSL"|"grey"|"SHARP"|"Refrigerator"|"A++"|370|24|89|183|77|103|4|394|271|665|"edigital"|599990|"https://edigital.hu/side-side-huto/sharp-sjex820fsl-side-side-hutozekreny-szurke-p486449"
484|"Samsung BRB260131WW/EF white"|"Samsung BRB260131WW/EF"|"white"|"SAMSUNG"|"Refrigerator"|"A+"|290|24|54|178|55|63|2|195|80|275|"edigital"|199990|"https://edigital.hu/beepitheto-huto/samsung-brb260131wwef-beepitheto-hutoszekreny-p595003"
485|"Samsung RB33J3830SA/EF grey"|"Samsung RB33J3830SA/EF"|"grey"|"SAMSUNG"|"Refrigerator"|"A+"|172|24|60|185|73|68|2|230|118|348|"edigital"|149990|"https://edigital.hu/alulfagyasztos-huto/samsung-rb33j3830saef-alulfagyasztos-hutoszekreny-p375591"
486|"Samsung RB37J5005B1/EF black"|"Samsung RB37J5005B1/EF"|"black"|"SAMSUNG"|"Refrigerator"|"A++"|259|24|64|209|72|71|2|269|98|367|"edigital"|179990|"https://edigital.hu/alulfagyasztos-huto/samsung-rb37j5005b1ef-kombinalt-hutoszekreny-p616373"
487|"Samsung RB37J5005SA/EF grey"|"Samsung RB37J5005SA/EF"|"grey"|"SAMSUNG"|"Refrigerator"|"A++"|259|24|60|201|68|71|2|269|98|367|"edigital"|174990|"https://edigital.hu/alulfagyasztos-huto/samsung-rb37j5005saef-alulfagyasztos-hutoszekreny-p375708"
488|"Samsung RB37J501MWW/EF white"|"Samsung RB37J501MWW/EF"|"white"|"SAMSUNG"|"Refrigerator"|"A+++"|183|24|60|201|68|71|2|255|98|353|"edigital"|189990|"https://edigital.hu/alulfagyasztos-huto/samsung-rb37j501mwwef-alulfagyasztos-hutoszekreny-p644928"
489|"Samsung RS66N8100S9/EF grey"|"Samsung RS66N8100S9/EF"|"grey"|"SAMSUNG"|"Refrigerator"|"A+"|420|24|91|178|77|113|2|411|236|647|"edigital"|319990|"https://edigital.hu/side-side-huto/samsung-rs66n8100s9ef-side-side-hutoszekreny-p578519"
490|"Samsung RT58K7105SL/EO grey"|"Samsung RT58K7105SL/EO"|"grey"|"SAMSUNG"|"Refrigerator"|"A++"|310|24|84|179|79|97|2|424|170|594|"edigital"|319990|"https://edigital.hu/felulfagyasztos-huto/samsung-rt58k7105sleo-felulfagyasztos-hutoszekreny-p599101"
491|"Sencor SCM 1025 blue"|"Sencor SCM 1025"|"blue"|"SENCOR"|"Other"|NA|NA|24|NA|NA|NA|NA|NA|NA|NA|0|"edigital"|20990|"https://edigital.hu/elektromos-hutotaska/sencor-scm-1025-hutotaska-p241246"
492|"Sencor SCM 2025 blue"|"Sencor SCM 2025"|"blue"|"SENCOR"|"Other"|NA|NA|24|39|42|28|NA|NA|20|0|20|"edigital"|24990|"https://edigital.hu/hordozhato-hutobox/sencor-scm-2025-hutotaska-p241247"
493|"Sencor SCM 3033BL blue"|"Sencor SCM 3033BL"|"blue"|"SENCOR"|NA|NA|NA|24|NA|NA|NA|NA|NA|NA|NA|0|"edigital"|18590|"https://edigital.hu/elektromos-hutotaska/sencor-scm-3033bl-hutotaska-p241249"
494|"Sencor SCM 3033RD orange"|"Sencor SCM 3033RD"|"orange"|"SENCOR"|"Other"|NA|NA|24|NA|NA|NA|NA|NA|NA|NA|0|"edigital"|14290|"https://edigital.hu/hordozhato-hutobox/sencor-scm-3033rd-thermo-elektromos-autos-hutolada-p305607"
495|"Sencor SCM 3125 green, grey"|"Sencor SCM 3125"|"green, grey"|"SENCOR"|NA|NA|NA|24|NA|NA|NA|NA|NA|NA|NA|0|"edigital"|23990|"https://edigital.hu/elektromos-hutotaska/sencor-scm-3125-hutotaska-p241248"
496|"Sencor SCM 4800BL NA"|"Sencor SCM 4800BL"|NA|"SENCOR"|NA|NA|NA|24|NA|NA|NA|NA|NA|NA|NA|0|"edigital"|21590|"https://edigital.hu/hordozhato-hutobox/sencor-scm-4800bl-autos-hutolada-p305598"
497|"Sharp SJXG690MBE beige"|"Sharp SJXG690MBE"|"beige"|"SHARP"|"Refrigerator"|"A++"|NA|24|82|187|74|NA|2|387|163|550|"edigital"|364990|"https://edigital.hu/felulfagyasztos-huto/sharp-sj-xg690mbe-felulfagyasztos-hutoszekreny-bezs-p594758"
498|"Sharp SJXG690MSL grey"|"Sharp SJXG690MSL"|"grey"|"SHARP"|"Refrigerator"|"A++"|NA|24|82|74|187|NA|2|387|163|550|"edigital"|359990|"https://edigital.hu/felulfagyasztos-huto/sharp-sj-xg690msl-felulfagyasztos-hutoszekreny-szurke-p594757"
499|"Sharp SJBA10IMXI1 grey"|"Sharp SJBA10IMXI1"|"grey"|"SHARP"|"Refrigerator"|"A+"|311|24|NA|NA|NA|NA|2|230|94|324|"edigital"|134990|"https://edigital.hu/alulfagyasztos-huto/sharp-sjba10imxi1-alulfagyasztos-hutoszekreny-p664137"
500|"Sharp SJBA24IEXI2EU grey"|"Sharp SJBA24IEXI2EU"|"grey"|"SHARP"|"Refrigerator"|"A++"|299|24|70|187|74|95|2|342|95|437|"edigital"|249990|"https://edigital.hu/alulfagyasztos-huto/sharp-sjba24iexi2eu-alulfagyasztos-hutoszekreny-p612734"
501|"Sharp SJEX820FBE grey"|"Sharp SJEX820FBE"|"grey"|"SHARP"|"Refrigerator"|"A++"|NA|24|89|183|77|105|4|394|211|605|"edigital"|589990|"https://edigital.hu/side-side-huto/sharp-sjex820fbe-side-side-hutoszekreny-p443933"
502|"Sharp SJEX820FWH white"|"Sharp SJEX820FWH"|"white"|"SHARP"|"Refrigerator"|"A++"|370|24|89|183|77|103|4|394|211|605|"edigital"|588990|"https://edigital.hu/side-side-huto/sharp-sjex820fwh-side-side-hutoszekreny-feher-p480556"
503|"Sharp SJF790STSL grey"|"Sharp SJF790STSL"|"grey"|"SHARP"|"Refrigerator"|"A+"|487|24|89|183|79|NA|NA|394|211|605|"edigital"|489990|"https://edigital.hu/alulfagyasztos-huto/sharp-sjf790stsl-negyajtos-alulfagyasztos-hutoszekreny-p393509"
504|"Sharp SJFP810VBK black"|"Sharp SJFP810VBK"|"black"|"SHARP"|"Refrigerator"|"A+"|487|24|89|183|77|107|4|394|211|605|"edigital"|621990|"https://edigital.hu/side-side-huto/sharp-sjfp810vbk-side-side-hutoszekreny-fekete-p510459"
505|"Sharp SJFP810VST black"|"Sharp SJFP810VST"|"black"|"SHARP"|"Refrigerator"|"A+"|484|24|89|183|77|107|4|394|211|605|"edigital"|589990|"https://edigital.hu/alulfagyasztos-huto/sharp-sjfp810vst-negyajtos-alulfagyasztos-hutoszekreny-keret-nelkuli-rozsdamentes-acel-dizajnnal-p384486"
506|"Sharp SJFS810VBK black"|"Sharp SJFS810VBK"|"black"|"SHARP"|"Refrigerator"|"A+"|487|24|89|183|77|NA|4|393|207|600|"edigital"|719990|"https://edigital.hu/side-side-huto/sharp-sjfs810vbk-negyajtos-alulfagyasztos-hutoszekreny-keret-nelkuli-uveg-dizajnnal-p394920"
507|"Sharp SJFS820VSL grey"|"Sharp SJFS820VSL"|"grey"|"SHARP"|"Refrigerator"|"A+"|487|24|89|183|77|NA|4|393|207|600|"edigital"|789990|"https://edigital.hu/alulfagyasztos-huto/sharp-sjfs820vsl-negyajtos-alulfagyasztos-hutoszekreny-keret-nelkuli-uveg-dizajnnal-p394919"
508|"Sharp SJXG740GBK black"|"Sharp SJXG740GBK"|"black"|"SHARP"|"Refrigerator"|"A++"|320|24|86|187|74|NA|2|422|178|600|"edigital"|397990|"https://edigital.hu/felulfagyasztos-huto/sharp-sjxg740gbk-felulfagyasztos-hutoszekreny-p568191"
509|"Snaige C29SMT10021 white"|"Snaige C29SMT10021"|"white"|"SNAIGE"|"Refrigerator"|"A+"|132|60|60|145|62|52|1|270|0|270|"edigital"|79990|"https://edigital.hu/egyajtos-huto/snaige-c29sm-t10021-hutoszekreny-p408728"
510|"Snaige CD350100D white"|"Snaige CD350100D"|"white"|"SNAIGE"|"Refrigerator"|NA|766|24|60|173|60|NA|1|350|0|350|"edigital"|119990|"https://edigital.hu/egyajtos-huto/snaige-cd350-100d-uvegajtos-hutoszekreny-p408186"
511|"Snaige FR2401RR1AAA-C3SNJ1Z beige"|"Snaige FR2401RR1AAA-C3SNJ1Z"|"beige"|"SNAIGE"|"Refrigerator"|"A++"|173|NA|56|150|60|NA|2|166|46|212|"edigital"|91990|"https://edigital.hu/felulfagyasztos-huto/snaige-fr240-1rr1aaa-c3snj1z-felulfagyasztos-hutoszekreny-ujracsomagolt-p668889"
512|"Snaige FR2401RR1AAA-J3SNJ1Z black"|"Snaige FR2401RR1AAA-J3SNJ1Z"|"black"|"SNAIGE"|"Refrigerator"|"A++"|173|60|64|155|57|46|2|166|46|212|"edigital"|114990|"https://edigital.hu/felulfagyasztos-huto/snaige-fr240-1rr1aaa-j3snj1z-felulfagyasztos-hutoszekreny-p619052"
513|"Snaigé CD40DM white"|"Snaigé CD40DM"|"white"|"SNAIGE"|"Refrigerator"|NA|781|24|60|200|60|NA|1|360|NA|360|"edigital"|144990|"https://edigital.hu/egyajtos-huto/snaige-cd40dm-uvegajtos-hutoszekreny-p489260"
514|"Snaigé FR2401RR1AAA-J3LTJ1A black"|"Snaigé FR2401RR1AAA-J3LTJ1A"|"black"|"SNAIGE"|"Refrigerator"|"A++"|173|60|56|148|65|NA|2|166|46|212|"edigital"|105390|"https://edigital.hu/felulfagyasztos-huto/snaige-fr240-1rr1aaa-j3ltj1a-felulfagyasztos-hutoszekreny-fekete-p651777"
515|"Snaigé FR2751101AA white"|"Snaigé FR2751101AA"|"white"|"SNAIGE"|"Refrigerator"|"A+"|230|60|56|169|60|NA|2|201|57|258|"edigital"|75890|"https://edigital.hu/felulfagyasztos-huto/snaige-fr275-1101aa-felulfgyasztos-hutoszekreny-p421136"
516|"Snaigé FR2751RR1AAA-C3LTJ1A black"|"Snaigé FR2751RR1AAA-C3LTJ1A"|"black"|"SNAIGE"|"Refrigerator"|"A++"|197|60|56|172|63|NA|2|201|57|258|"edigital"|99990|"https://edigital.hu/felulfagyasztos-huto/snaige-fr275-1rr1aaa-c3ltj1a-felulfagyasztos-hutoszekreny-fekete-p651779"
516|"Snaigé FR2751RR1AAA-C3LTJ1A black"|"Snaigé FR2751RR1AAA-C3LTJ1A"|"black"|"SNAIGE"|"Refrigerator"|"A++"|197|60|56|172|63|NA|2|201|57|258|"edigital"|99990|"https://edigital.hu/felulfagyasztos-huto/snaige-fr275-1rr1aaa-c3ltj1a-felulfagyasztos-hutoszekreny-fekete-ujracsomagolt-p713030"
517|"Snaigé RF34SMS1CI21 blue"|"Snaigé RF34SMS1CI21"|"blue"|"SNAIGE"|"Refrigerator"|"A+"|256|60|60|185|62|NA|2|214|88|302|"edigital"|109990|"https://edigital.hu/alulfagyasztos-huto/snaige-rf34sm-s1ci21-alulfagyasztos-hutoszekreny-kek-p421157"
518|"Snaigé RF34SMS1RA21 red"|"Snaigé RF34SMS1RA21"|"red"|"SNAIGE"|"Refrigerator"|"A+"|256|60|60|185|62|NA|2|214|88|302|"edigital"|109990|"https://edigital.hu/alulfagyasztos-huto/snaige-rf34sm-s1ra21-alulfagyasztos-hutoszekreny-piros-p421155"
519|"Snaigé RF35SMP10022 white"|"Snaigé RF35SMP10022"|"white"|"SNAIGE"|"Refrigerator"|"A++"|223|60|60|194|65|NA|2|191|119|310|"edigital"|129990|"https://edigital.hu/alulfagyasztos-huto/snaige-rf35sm-p10022-alulfagyasztos-hutoszekreny-p589347"
520|"Snaigé RF36SMS1RA21 red"|"Snaigé RF36SMS1RA21"|"red"|"SNAIGE"|"Refrigerator"|"A+"|262|60|60|194|62|NA|2|233|88|321|"edigital"|109990|"https://edigital.hu/alulfagyasztos-huto/snaige-rf36sm-s1ra21-alulfagyasztos-hutoszekreny-p589352"
521|"Stahlman ST300 6 black"|"Stahlman ST300 6"|"black"|"STAHLMAN"|"Wine refrigerator"|NA|70|24|30|54|44|10|1|17|NA|17|"edigital"|27990|"https://edigital.hu/borhuto/stahlman-st-300-6-palackos-borhuto-fekete-p683721"
522|"WHIRLPOOL B TNF 5012 grey"|"WHIRLPOOL B TNF 5012"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A++"|324|24|70|195|76|84|2|300|144|444|"mediamarkt"|187999|"https://www.mediamarkt.hu/hu/product/_whirlpool-b-tnf-5012-ox-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1205769.html"
523|"WHIRLPOOL B TNF 5322 grey"|"WHIRLPOOL B TNF 5322"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A++"|328|24|70|196|76|84|NA|330|148|478|"mediamarkt"|222996|"https://www.mediamarkt.hu/hu/product/_whirlpool-b-tnf-5322-ox-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1259995.html"
524|"WHIRLPOOL SW6 AM2Q W white"|"WHIRLPOOL SW6 AM2Q W"|"white"|"WHIRLPOOL"|"Refrigerator"|"A++"|110|24|60|167|65|58|1|318|0|318|"mediamarkt"|135996|"https://www.mediamarkt.hu/hu/product/_whirlpool-sw6-am2q-w-6-%C3%A9rz%C3%A9k-h%C5%B1t%C5%91szekr%C3%A9ny-318l-a-1205763.html"
524|"WHIRLPOOL SW6 AM2Q W white"|"WHIRLPOOL SW6 AM2Q W"|"white"|"WHIRLPOOL"|"Refrigerator"|"A++"|110|24|60|167|65|58|1|318|0|318|"edigital"|144990|"https://edigital.hu/egyajtos-huto/whirlpool-sw6-am2q-w-egyajtos-hutoszekreny-p431015"
525|"WHIRLPOOL SW8 AM2C KAR black"|"WHIRLPOOL SW8 AM2C KAR"|"black"|"WHIRLPOOL"|"Refrigerator"|"A++"|114|24|60|188|63|62|1|363|0|363|"mediamarkt"|241996|"https://www.mediamarkt.hu/hu/product/_whirlpool-sw8-am2c-kar-6-%C3%A9rz%C3%A9k-h%C5%B1t%C5%91szekr%C3%A9ny-363l-a-1254281.html"
525|"WHIRLPOOL SW8 AM2C KAR black"|"WHIRLPOOL SW8 AM2C KAR"|"black"|"WHIRLPOOL"|"Refrigerator"|"A++"|114|24|60|188|63|62|1|363|0|363|"edigital"|254990|"https://edigital.hu/egyajtos-huto/whirlpool-sw8-am2c-kar-egyajtus-hutoszekreny-fekete-p535333"
526|"WHIRLPOOL SW8 AM2C XR grey"|"WHIRLPOOL SW8 AM2C XR"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A++"|114|24|60|188|63|62|1|363|NA|363|"mediamarkt"|173996|"https://www.mediamarkt.hu/hu/product/_whirlpool-sw8-am2c-xr-6-%C3%A9rz%C3%A9k-h%C5%B1t%C5%91szekr%C3%A9ny-363l-a-1205764.html"
527|"WHIRLPOOL SW8 AM2C XRL grey"|"WHIRLPOOL SW8 AM2C XRL"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A++"|114|24|60|188|63|62|1|363|0|363|"mediamarkt"|179799|"https://www.mediamarkt.hu/hu/product/_whirlpool-sw8-am2c-xrl-6-%C3%A9rz%C3%A9k-h%C5%B1t%C5%91szekr%C3%A9ny-363l-a-1254280.html"
527|"WHIRLPOOL SW8 AM2C XRL grey"|"WHIRLPOOL SW8 AM2C XRL"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A++"|114|24|60|188|63|62|1|363|0|363|"edigital"|179990|"https://edigital.hu/egyajtos-huto/whirlpool-sw8-am2c-xrl-egyajtos-hutoszekreny-p562746"
528|"WHIRLPOOL T TNF 8211 grey"|"WHIRLPOOL T TNF 8211"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A+"|386|24|70|180|72|78|2|322|101|423|"mediamarkt"|197999|"https://www.mediamarkt.hu/hu/product/_whirlpool-t-tnf-8211-ox-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1205765.html"
528|"WHIRLPOOL T TNF 8211 grey"|"WHIRLPOOL T TNF 8211"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A+"|386|24|70|180|72|78|2|322|101|423|"edigital"|139990|"https://edigital.hu/felulfagyasztos-huto/whirlpool-t-tnf-8211-ox-felulfagyasztos-inox-hutoszekreny-no-frost-p431017"
529|"WHIRLPOOL UW4 F2Y WB white"|"WHIRLPOOL UW4 F2Y WB"|"white"|"WHIRLPOOL"|"Freezer"|"A++"|200|24|60|142|64|56|1|NA|175|175|"mediamarkt"|141999|"https://www.mediamarkt.hu/hu/product/_whirlpool-uw4-f2y-wb-f-fagyaszt%C3%B3szekr%C3%A9ny-1205771.html"
529|"WHIRLPOOL UW4 F2Y WB white"|"WHIRLPOOL UW4 F2Y WB"|"white"|"WHIRLPOOL"|"Freezer"|"A++"|200|24|60|142|64|56|1|NA|175|175|"edigital"|125990|"https://edigital.hu/fagyasztoszekreny/whirlpool-uw4-f2y-wb-f-fagyasztoszekreny-no-frost-p450389"
530|"WHIRLPOOL UW8 F2C KSB black"|"WHIRLPOOL UW8 F2C KSB"|"black"|"WHIRLPOOL"|"Freezer"|"A++"|242|24|60|188|63|69|1|0|252|252|"mediamarkt"|229999|"https://www.mediamarkt.hu/hu/product/_whirlpool-uw8-f2c-ksb-fagyaszt%C3%B3szekr%C3%A9ny-1254286.html"
530|"WHIRLPOOL UW8 F2C KSB black"|"WHIRLPOOL UW8 F2C KSB"|"black"|"WHIRLPOOL"|"Freezer"|"A++"|242|24|60|188|63|69|1|0|252|252|"edigital"|224990|"https://edigital.hu/fagyasztoszekreny/whirlpool-uw8-f2c-ksb-fagyasztoszekreny-fekete-p535339"
531|"WHIRLPOOL W4D7 AAA B black"|"WHIRLPOOL W4D7 AAA B"|"black"|"WHIRLPOOL"|"Refrigerator"|"A++"|295|24|70|196|78|98|2|292|110|402|"mediamarkt"|239799|"https://www.mediamarkt.hu/hu/product/_whirlpool-w4d7-aaa-b-c-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294022.html"
532|"Whirlpool W5 721E OX grey"|"Whirlpool W5 721E OX"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A++"|233|24|90|176|67|62|2|199|111|310|"mediamarkt"|114999|"https://www.mediamarkt.hu/hu/product/_whirlpool-w5-721e-ox-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294001.html"
532|"Whirlpool W5 721E OX grey"|"Whirlpool W5 721E OX"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A++"|233|24|90|176|67|62|2|199|111|310|"edigital"|114990|"https://edigital.hu/alulfagyasztos-huto/whirlpool-w5-721e-ox-alulfagyasztos-hutoszekreny-p649531"
532|"Whirlpool W5 721E OX grey"|"Whirlpool W5 721E OX"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A++"|233|24|90|176|67|62|2|199|111|310|"edigital"|119990|"https://edigital.hu/alulfagyasztos-huto/whirlpool-w5-721e-ox-alulfagyasztos-hutoszekreny-p652591"
532|"Whirlpool W5 721E OX grey"|"Whirlpool W5 721E OX"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A++"|233|24|90|176|67|62|2|199|111|310|"edigital"|90990|"https://edigital.hu/alulfagyasztos-huto/whirlpool-w5-721e-ox-alulfagyasztos-hutoszekreny-ujracsomagolt-p691464"
533|"WHIRLPOOL W5 821E OX grey"|"WHIRLPOOL W5 821E OX"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A++"|243|24|60|189|66|62|2|228|111|339|"mediamarkt"|114993|"https://www.mediamarkt.hu/hu/product/_whirlpool-w5-821e-ox-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294003.html"
533|"WHIRLPOOL W5 821E OX grey"|"WHIRLPOOL W5 821E OX"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A++"|243|24|60|189|66|62|2|228|111|339|"edigital"|99990|"https://edigital.hu/alulfagyasztos-huto/whirlpool-w5-821e-ox-alulfagyasztos-hutoszekreny-inox-p641091"
534|"WHIRLPOOL W5 821E W white"|"WHIRLPOOL W5 821E W"|"white"|"WHIRLPOOL"|"Refrigerator"|"A++"|243|24|NA|189|66|62|2|228|111|339|"mediamarkt"|109996|"https://www.mediamarkt.hu/hu/product/_whirlpool-w5-821e-w-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294002.html"
535|"WHIRLPOOL W5 921E OX grey"|"WHIRLPOOL W5 921E OX"|"grey"|"WHIRLPOOL"|NA|"A++"|253|24|60|20|66|70|2|261|111|372|"mediamarkt"|134799|"https://www.mediamarkt.hu/hu/product/_whirlpool-w5-921e-ox-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294004.html"
536|"WHIRLPOOL W7 821O K black"|"WHIRLPOOL W7 821O K"|"black"|"WHIRLPOOL"|NA|"A++"|271|24|60|189|68|74|2|234|104|338|"mediamarkt"|149799|"https://www.mediamarkt.hu/hu/product/_whirlpool-w7-821o-k-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294007.html"
537|"WHIRLPOOL W7 821O OX grey"|"WHIRLPOOL W7 821O OX"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A++"|271|24|60|189|73|74|2|248|104|352|"mediamarkt"|144999|"https://www.mediamarkt.hu/hu/product/_whirlpool-w7-821o-ox-h-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294006.html"
537|"WHIRLPOOL W7 821O OX grey"|"WHIRLPOOL W7 821O OX"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A++"|271|24|60|189|73|74|2|248|104|352|"mediamarkt"|149999|"https://www.mediamarkt.hu/hu/product/_whirlpool-w7-821o-ox-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294005.html"
537|"WHIRLPOOL W7 821O OX grey"|"WHIRLPOOL W7 821O OX"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A++"|271|24|60|189|73|74|2|248|104|352|"edigital"|129990|"https://edigital.hu/alulfagyasztos-huto/whirlpool-w7-821o-ox-alulfagyasztos-hutoszekreny-inox-p641093"
538|"WHIRLPOOL W7 831T MX grey"|"WHIRLPOOL W7 831T MX"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A+++"|181|24|60|189|68|84|2|234|104|338|"mediamarkt"|170899|"https://www.mediamarkt.hu/hu/product/_whirlpool-w7-831t-mx-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294008.html"
539|"WHIRLPOOL W7 831T OX grey"|"WHIRLPOOL W7 831T OX"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A+++"|181|24|60|189|68|84|2|215|104|319|"mediamarkt"|179999|"https://www.mediamarkt.hu/hu/product/_whirlpool-w7-831t-ox-h-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294009.html"
539|"WHIRLPOOL W7 831T OX grey"|"WHIRLPOOL W7 831T OX"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A+++"|181|24|60|189|68|84|2|215|104|319|"edigital"|179990|"https://edigital.hu/alulfagyasztos-huto/whirlpool-w7-831t-ox-h-alulfagyasztos-hutoszekreny-inox-p641095"
540|"WHIRLPOOL W7 921O K black"|"WHIRLPOOL W7 921O K"|"black"|"WHIRLPOOL"|"Refrigerator"|"A++"|278|24|60|201|68|82|2|256|104|360|"mediamarkt"|154999|"https://www.mediamarkt.hu/hu/product/_whirlpool-w7-921o-k-aqua-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294014.html"
541|"WHIRLPOOL W7 921O OX grey"|"WHIRLPOOL W7 921O OX"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A++"|281|24|60|201|73|82|2|264|104|368|"mediamarkt"|169999|"https://www.mediamarkt.hu/hu/product/_whirlpool-w7-921o-ox-h-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294011.html"
541|"WHIRLPOOL W7 921O OX grey"|"WHIRLPOOL W7 921O OX"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A++"|281|24|60|201|73|82|2|264|104|368|"mediamarkt"|154999|"https://www.mediamarkt.hu/hu/product/_whirlpool-w7-921o-ox-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294010.html"
541|"WHIRLPOOL W7 921O OX grey"|"WHIRLPOOL W7 921O OX"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A++"|281|24|60|201|73|82|2|264|104|368|"edigital"|149990|"https://edigital.hu/alulfagyasztos-huto/whirlpool-w7-921o-ox-alulfagyasztos-hutoszekreny-inox-p641096"
542|"WHIRLPOOL W7 931T OX grey"|"WHIRLPOOL W7 931T OX"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A+++"|187|24|60|201|73|92|2|264|104|368|"mediamarkt"|189999|"https://www.mediamarkt.hu/hu/product/_whirlpool-w7-931t-ox-h-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294013.html"
543|"WHIRLPOOL W7 931T W white"|"WHIRLPOOL W7 931T W"|"white"|"WHIRLPOOL"|"Refrigerator"|"A+++"|187|24|60|201|68|92|2|264|104|368|"mediamarkt"|169799|"https://www.mediamarkt.hu/hu/product/_whirlpool-w7-931t-w-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294012.html"
543|"WHIRLPOOL W7 931T W white"|"WHIRLPOOL W7 931T W"|"white"|"WHIRLPOOL"|"Refrigerator"|"A+++"|187|24|60|201|68|92|2|264|104|368|"edigital"|144490|"https://edigital.hu/alulfagyasztos-huto/whirlpool-w7-931t-w-alulfagyasztos-hutoszekreny-ujszeru-p713012"
544|"WHIRLPOOL W84BE 72 X grey"|"WHIRLPOOL W84BE 72 X"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A++"|365|24|84|186|75|114|2|396|162|558|"mediamarkt"|344799|"https://www.mediamarkt.hu/hu/product/_whirlpool-w84be-72-x-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294020.html"
545|"WHIRLPOOL W9 821D OX grey"|"WHIRLPOOL W9 821D OX"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A++"|262|24|60|189|69|67|2|221|97|318|"mediamarkt"|181996|"https://www.mediamarkt.hu/hu/product/_whirlpool-w9-821d-ox-h-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294015.html"
546|"WHIRLPOOL W9 931D IX grey"|"WHIRLPOOL W9 931D IX"|"grey"|"WHIRLPOOL"|"Refrigerator"|"A+++"|180|24|60|201|66|86|2|251|97|348|"mediamarkt"|222999|"https://www.mediamarkt.hu/hu/product/_whirlpool-w9-931d-ix-no-frost-kombin%C3%A1lt-h%C5%B1t%C5%91szekr%C3%A9ny-1294016.html"
